T_K [INPUT],P_atm [INPUT],Z_feed [INPUT],N_stages [INPUT],F_Stage [INPUT],R_reflux [INPUT],B_molps [INPUT],xD [OUTPUT],xB [OUTPUT],QC_kW [OUTPUT],QR_kW [OUTPUT],status [INFO]
369.6,2.951,0.3157,10,6,1.556,41.41,0.50703575,0.95049561,4629.0265,5378.443,done
333.7,2.183,0.5332,13,7,3.661,69.0,0.98675758,0.67212625,4561.2516,4725.6511,done
353.3,1.042,0.3391,8,4,3.168,54.89,0.71808307,0.96972526,5864.0979,6090.0738,done
339.0,2.391,0.4943,14,12,4.106,57.08,0.97572329,0.86781671,6847.1498,7324.0694,done
341.4,2.311,0.3042,19,15,4.222,40.34,0.5045955,0.98824787,10089.455,10809.096,done
361.3,2.785,0.5822,17,16,3.911,32.66,0.84552981,0.96114524,10067.5965,11345.5936,done
362.8,2.69,0.4155,17,2,3.413,52.77,0.87405961,0.998,6291.6747,7175.247,done
350.8,1.659,0.4505,9,6,4.142,31.75,0.65255246,0.98401913,11060.2037,11566.5949,done
357.7,2.057,0.2318,11,10,3.826,49.56,0.44470778,0.9831664,7687.4311,8408.9266,done
377.0,2.348,0.636,9,3,4.522,39.9,0.99829547,0.90985122,9735.0785,10948.7378,done
351.1,2.379,0.3497,16,9,2.448,30.51,0.50069649,0.99572472,7638.8184,8238.4737,done
371.0,1.211,0.5959,11,3,2.701,31.21,0.86363371,0.99537467,7616.9335,8101.2147,done
358.7,2.83,0.5996,13,8,4.355,59.14,0.98981154,0.66833411,6643.6353,7539.9807,done
374.2,1.801,0.457,17,13,3.386,31.11,0.65159595,0.97470308,9166.1361,9982.1345,done
338.6,1.002,0.4354,13,9,4.423,63.42,0.98490768,0.88296067,6207.9773,6237.3542,done
338.9,2.472,0.6231,14,3,3.546,68.09,0.99815708,0.54992867,4533.372,4839.5337,done
348.5,2.933,0.5158,14,7,3.04,40.43,0.86217358,0.99425739,7487.9614,8273.4721,done
332.8,2.384,0.7795,10,3,2.012,61.02,0.999,0.35869721,3710.8653,3815.9489,done
336.2,2.214,0.6263,13,5,3.118,40.95,0.99727341,0.90785156,7640.9219,7961.7204,done
334.9,1.705,0.664,8,4,2.032,69.73,0.98810231,0.47617413,2891.7666,2936.5586,done
339.8,2.541,0.2509,10,3,3.639,57.88,0.59453582,0.998,6302.3412,6759.4538,done
374.5,1.291,0.2567,13,5,2.656,35.77,0.37782764,0.96368758,7258.9157,7807.0646,done
374.6,2.441,0.4727,18,4,2.62,65.32,0.99586014,0.8028135,3711.8459,4453.1664,done
336.4,2.793,0.7303,20,6,4.594,59.33,0.99761389,0.45283684,7163.2908,7759.1095,done
376.7,1.855,0.6855,17,2,2.806,48.93,0.9932367,0.63426663,5720.8555,6490.9238,done
341.5,1.532,0.7973,16,8,4.985,59.45,0.99339911,0.33431991,7550.4408,7849.2432,done
358.3,1.836,0.4533,14,12,3.028,61.03,0.97708399,0.88136219,4760.5247,5222.3711,done
366.6,1.736,0.7537,19,10,4.918,31.38,0.99139427,0.76461296,12130.717,12991.2168,done
371.6,2.668,0.7794,10,9,2.784,57.16,0.97630758,0.36494239,4818.6171,5646.1945,done
372.6,2.554,0.4991,9,5,1.511,45.69,0.86508102,0.93778519,4080.9888,4776.6477,done
373.5,2.468,0.7022,18,13,4.019,47.12,0.98836668,0.61398728,7869.9288,8935.7396,done
375.3,2.636,0.4108,19,11,2.779,51.18,0.83668483,0.99631839,5495.3644,6422.2287,done
341.0,2.223,0.2746,13,5,4.939,64.15,0.7694241,0.998,6760.4036,7230.169,done
368.4,2.605,0.5746,9,8,4.752,34.42,0.85403287,0.95811948,11399.1636,12801.2086,done
345.2,1.703,0.417,10,5,2.575,37.58,0.65972122,0.99174263,7101.9915,7366.3904,done
350.3,2.124,0.3383,8,6,1.285,42.77,0.55077163,0.94589769,4168.7096,4440.2694,done
376.0,2.947,0.2704,14,11,2.104,31.72,0.36636773,0.94075447,6532.1529,7581.9847,done
350.4,2.994,0.2897,11,10,2.401,37.48,0.44412809,0.96994642,6811.7911,7562.5896,done
344.3,2.019,0.3753,16,8,4.062,64.65,0.99442007,0.96251423,5530.4727,5908.6268,done
372.3,2.954,0.2947,18,15,4.5,31.07,0.41711566,0.98359068,11706.7839,13420.74,done
331.2,2.389,0.4665,11,5,3.159,52.73,0.96954737,0.98595324,6240.875,6496.6338,done
355.1,1.182,0.3983,18,9,1.806,65.6,0.99369944,0.91352119,2939.7783,3218.5165,done
350.0,2.321,0.578,17,13,3.188,47.61,0.9819859,0.86472488,6751.3083,7336.6864,done
336.9,2.995,0.3644,18,13,2.117,54.53,0.79268063,0.99133788,4516.0123,4800.6122,done
365.8,1.521,0.3624,16,5,4.835,64.71,0.999,0.98582478,6159.0973,6747.843,done
351.7,1.497,0.2405,14,6,3.577,67.26,0.7327746,0.998,4698.3068,5014.7567,done
345.0,2.678,0.3738,11,2,1.061,33.88,0.53342959,0.94271847,4365.5773,4625.146,done
377.3,1.236,0.6933,9,3,1.214,37.08,0.999,0.8252702,4079.5277,4622.9282,done
379.2,1.473,0.3354,15,7,4.88,35.52,0.51857083,0.998,11510.6516,12318.4528,done
332.1,2.539,0.5185,20,13,4.041,41.01,0.92942697,0.998,9469.5301,10031.6232,done
348.8,2.866,0.2563,10,9,4.166,42.6,0.43592126,0.98507779,9568.2437,10610.9962,done
341.4,2.45,0.2458,10,5,1.035,39.56,0.3819353,0.96328268,4024.8694,4182.5331,done
365.9,2.714,0.6548,12,11,3.626,38.34,0.9740388,0.86138752,8580.1758,9685.5667,done
379.3,2.345,0.4028,12,10,1.472,35.91,0.58557924,0.92173667,4776.0821,5560.6059,done
347.4,1.502,0.4745,19,5,3.634,44.57,0.85997755,0.99796286,8021.3414,8333.5275,done
331.2,1.414,0.4626,11,10,2.786,53.12,0.94634455,0.96274968,5645.116,5621.2005,done
375.6,1.143,0.6019,16,12,1.894,43.16,0.979781,0.89863134,4842.1635,5368.7133,done
344.9,1.723,0.3058,12,11,1.688,49.34,0.56408774,0.95274134,4373.9299,4552.0396,done
331.7,1.198,0.7594,9,2,1.537,48.18,0.99358413,0.49600991,4153.9959,4067.9489,done
331.1,2.186,0.2149,15,5,2.907,43.71,0.3823337,0.99748818,7305.7135,7572.4928,done
372.8,1.127,0.7347,17,11,2.759,37.51,0.98608273,0.68285504,6948.9104,7406.9137,done
376.6,2.406,0.7573,19,14,2.715,58.2,0.98199632,0.40537844,4563.2823,5426.24,done
362.6,1.538,0.5617,13,3,1.506,40.98,0.91770806,0.95106323,4467.1122,4869.026,done
369.6,2.412,0.5527,9,5,1.355,57.21,0.99319261,0.77320875,2992.9449,3552.9732,done
361.2,1.041,0.555,19,5,1.774,62.12,0.9952388,0.71328022,3160.2966,3528.6984,done
366.1,2.221,0.5516,8,5,3.987,44.99,0.93898243,0.92390206,8252.639,9135.1675,done
330.4,2.337,0.7016,13,10,4.923,50.23,0.98018355,0.57723948,9349.9979,9885.5305,done
361.1,2.07,0.6893,14,4,3.944,50.14,0.99874111,0.61777267,7423.3477,8165.595,done
379.9,1.027,0.5184,13,3,4.439,37.4,0.82988765,0.99608871,10075.0671,10671.2283,done
379.0,2.206,0.4239,9,4,2.241,54.19,0.87500323,0.95790199,4397.4859,5176.4596,done
332.6,1.82,0.7274,18,10,4.267,58.05,0.99105815,0.46289575,6976.6273,7199.4107,done
355.1,1.11,0.7177,13,7,1.307,45.84,0.98816819,0.60515172,3816.9535,4042.2754,done
350.4,2.128,0.3047,10,4,1.954,30.27,0.41431983,0.9464462,6611.4937,7049.2795,done
339.7,2.421,0.454,16,12,1.087,39.94,0.704773,0.92205238,4000.241,4147.1616,done
370.2,2.154,0.7048,13,12,3.806,58.37,0.97347724,0.48553601,5938.9358,6742.4908,done
361.4,2.445,0.2522,17,7,3.007,59.0,0.61530364,0.998,5123.7365,5737.6218,done
370.8,2.837,0.5086,12,9,3.529,38.49,0.81155068,0.97376799,8375.2724,9616.8352,done
379.9,2.086,0.5989,9,8,2.149,63.45,0.97333032,0.61570491,3367.5656,4130.5146,done
347.8,1.476,0.586,13,5,2.489,52.11,0.99706307,0.78793066,5146.9867,5379.4992,done
333.4,2.852,0.5435,19,2,4.974,50.29,0.98976936,0.90232726,9375.4818,10188.2714,done
338.2,1.7,0.2524,12,11,4.975,51.88,0.51628416,0.99011212,9348.939,9701.8961,done
332.5,2.549,0.5461,8,7,3.095,38.59,0.86046216,0.95405634,8040.9527,8496.8563,done
368.9,2.915,0.3415,11,7,1.272,58.6,0.77438226,0.96561317,2850.3792,3420.2522,done
355.7,2.229,0.6814,16,10,4.559,66.81,0.9881208,0.46870301,5633.7886,6229.4093,done
362.6,2.511,0.5304,12,3,1.952,35.39,0.81401944,0.99597726,5809.6736,6510.8915,done
362.3,2.72,0.5558,19,4,4.338,69.22,0.99385809,0.6384337,4942.7489,5712.9278,done
335.8,2.417,0.5889,10,4,1.828,59.04,0.99759505,0.69238686,3644.2388,3743.6198,done
353.2,2.072,0.2666,20,19,1.417,40.89,0.41440096,0.9479803,4557.9129,4899.2943,done
342.0,1.018,0.4867,9,7,4.362,62.37,0.98214381,0.81082792,6298.4889,6357.0181,done
336.1,2.36,0.3309,15,4,2.521,31.33,0.48284159,0.998,7935.6164,8331.7686,done
357.6,1.807,0.3453,13,12,1.734,38.56,0.52011426,0.93505676,5292.738,5697.7898,done
363.9,2.616,0.7763,13,5,2.839,62.72,0.99599991,0.35326925,4283.8343,4954.7304,done
346.4,2.193,0.6427,17,2,4.473,42.02,0.99211437,0.83859478,9814.7364,10520.7129,done
375.5,2.657,0.3736,11,6,1.27,49.62,0.69851334,0.95035609,3438.1572,4140.7888,done
371.4,1.268,0.4732,8,5,3.567,35.13,0.71321228,0.97282673,8985.7264,9484.4891,done
344.5,1.781,0.547,10,7,4.394,55.73,0.97977563,0.80023504,7389.1781,7790.2176,done
366.3,1.459,0.5323,18,5,1.673,51.48,0.99777285,0.90678724,3887.1139,4306.7673,done
334.4,1.005,0.2257,15,10,3.74,31.9,0.33179199,0.99481702,10728.2193,10576.852,done
378.0,1.893,0.7234,17,12,2.17,68.39,0.98207527,0.39565031,2942.5074,3642.8457,done
330.0,2.748,0.6474,18,3,3.123,59.12,0.99394068,0.59277551,5320.3512,5609.6801,done
363.1,2.106,0.3656,19,2,2.711,37.17,0.57864933,0.99153918,7233.6548,7891.3836,done
373.3,1.619,0.7446,8,3,4.874,46.42,0.99353058,0.54409285,9323.5185,10100.8894,done
375.3,2.308,0.4321,11,8,2.631,68.28,0.98306984,0.82362155,3397.5714,4106.5819,done
349.1,2.914,0.6865,15,3,3.671,43.91,0.99289459,0.70547262,8071.7341,8989.0429,done
368.1,2.396,0.2908,17,10,3.196,62.63,0.76743092,0.99518041,4768.3543,5505.8725,done
361.4,1.89,0.3289,13,11,4.192,69.5,0.97679043,0.95647061,4787.4267,5341.6295,done
341.2,1.124,0.3075,14,9,4.672,35.82,0.47323761,0.9931271,11847.9894,11884.4315,done
372.1,1.63,0.7075,19,15,4.147,53.23,0.98126152,0.53120925,7128.6659,7860.7288,done
378.3,2.695,0.3864,11,6,1.636,33.89,0.54910277,0.93172009,5273.3239,6167.9813,done
365.5,1.335,0.7513,11,6,1.561,65.52,0.98896926,0.37444547,2645.3126,3096.7751,done
331.7,2.285,0.7931,19,13,2.982,49.76,0.98431636,0.40069791,6339.5073,6582.4039,done
350.5,1.658,0.6068,8,3,4.745,60.1,0.99295382,0.65119181,7025.0749,7444.9405,done
349.5,1.24,0.7223,10,8,3.692,42.93,0.98009239,0.61930316,8232.1629,8458.6108,done
361.2,2.932,0.6426,9,5,1.436,35.21,0.93299832,0.89305771,4778.6867,5385.2016,done
363.3,2.509,0.7417,16,3,4.553,32.81,0.99368605,0.77381518,11234.507,12460.5767,done
375.0,2.851,0.2099,15,12,2.515,41.89,0.33548266,0.96588272,6334.5429,7368.0502,done
331.6,2.987,0.5808,11,5,1.326,33.84,0.86230269,0.97259686,4935.0044,5078.9876,done
347.0,2.955,0.5267,19,17,4.518,53.56,0.97498471,0.8650589,7939.6237,8831.1319,done
349.8,1.575,0.6821,9,3,4.846,59.78,0.999,0.52845338,7229.7235,7648.8905,done
341.3,2.155,0.6299,16,3,4.331,42.19,0.993428,0.86755863,9644.1664,10212.1005,done
353.7,2.893,0.289,12,6,2.646,63.7,0.75999841,0.98208382,4112.0952,4624.4642,done
373.0,1.425,0.3565,15,4,4.56,39.83,0.59163142,0.998,10214.6685,10902.8793,done
363.8,1.903,0.7814,9,6,4.779,30.94,0.98644643,0.67386536,11994.1594,12942.1511,done
336.2,1.119,0.7639,10,2,4.549,68.78,0.99411504,0.34145519,5441.0226,5499.4872,done
371.4,1.434,0.6908,11,5,2.061,66.61,0.99071556,0.45838647,3034.1252,3579.2854,done
364.6,1.565,0.7321,10,2,1.41,51.29,0.99387329,0.51715901,3528.9283,3946.7541,done
369.4,1.16,0.6781,11,9,1.288,51.51,0.97808634,0.60211758,3315.2885,3744.6954,done
334.3,1.77,0.4978,18,8,1.833,38.35,0.80819001,0.998,5607.0824,5632.391,done
334.5,1.989,0.7141,11,2,2.731,57.28,0.9955882,0.49707472,5025.2366,5162.7872,done
352.0,2.957,0.388,18,2,1.012,51.63,0.7560613,0.95707617,3034.692,3321.7353,done
377.1,2.753,0.481,14,3,1.546,43.64,0.80742633,0.94258182,4262.9995,5095.6532,done
357.7,2.978,0.3743,20,8,1.445,67.93,0.99480486,0.91836413,2379.3323,2736.564,done
366.9,1.305,0.3654,8,2,2.933,46.11,0.65389712,0.97142086,6479.7336,6992.2224,done
348.1,1.526,0.6974,14,4,4.028,42.73,0.9989867,0.70505646,8870.3855,9203.2061,done
342.6,2.489,0.7602,12,2,3.139,49.0,0.99279965,0.48100796,6543.6929,7052.9,done
379.3,1.535,0.263,18,11,4.741,38.84,0.42518181,0.99213984,10742.6082,11601.8209,done
336.6,1.193,0.5828,9,6,1.467,51.82,0.9852401,0.79080373,3748.9735,3707.3615,done
343.6,2.499,0.637,12,9,2.293,56.2,0.98054218,0.63268265,4501.5083,4811.8674,done
330.7,2.726,0.7143,18,12,3.078,51.06,0.98677475,0.54370448,6339.4752,6667.222,done
347.3,1.813,0.509,9,5,2.0,54.49,0.99143765,0.8925979,4219.7847,4449.6945,done
343.0,2.093,0.4935,10,4,3.282,52.98,0.99408793,0.9492528,6250.2551,6608.9177,done
372.9,2.973,0.3276,20,2,1.03,46.36,0.57489483,0.96110452,3318.1656,3958.0057,done
334.1,1.08,0.5097,16,11,4.137,43.88,0.8980079,0.98468632,9187.0482,9104.1056,done
336.9,2.504,0.5814,13,2,1.016,31.25,0.82107627,0.93959892,4414.6465,4496.0073,done
352.9,1.776,0.4347,8,4,2.316,39.72,0.69634139,0.96181922,6278.1212,6649.9688,done
356.9,2.275,0.49,13,6,3.538,57.25,0.99194481,0.88644308,5897.5512,6521.4045,done
354.0,1.972,0.4478,13,8,3.069,35.98,0.69035198,0.98514609,8147.8365,8716.8511,done
353.5,2.114,0.5799,8,2,4.429,49.53,0.99866373,0.84888284,8377.2618,9050.0335,done
342.1,2.558,0.4071,17,2,1.251,35.96,0.60012854,0.93586789,4620.1391,4868.9454,done
372.7,2.627,0.2597,11,6,3.514,48.78,0.49604619,0.98937565,7082.1885,8132.5099,done
370.4,1.571,0.6013,8,4,4.585,60.87,0.99027406,0.64665917,6518.1782,7148.8745,done
348.6,2.895,0.7203,10,5,2.538,39.34,0.99059649,0.69856622,6607.6843,7282.6674,done
330.1,1.574,0.4652,15,2,3.179,44.12,0.82800388,0.99578197,7528.8149,7562.1269,done
345.1,1.431,0.4194,19,9,3.553,60.12,0.99180788,0.96066803,5621.9015,5854.7369,done
363.9,1.68,0.3421,10,8,2.918,40.61,0.56297047,0.98182623,7243.5837,7793.3141,done
368.2,2.313,0.3766,8,3,4.456,35.7,0.58072756,0.98929969,10803.8544,11937.7175,done
379.5,1.487,0.7149,9,6,2.929,38.98,0.9868022,0.70946573,7012.2996,7708.5322,done
369.7,2.578,0.572,17,2,3.631,55.81,0.9926532,0.76250027,6088.6427,7006.9902,done
376.7,2.364,0.4827,15,13,4.151,61.52,0.97418867,0.82737123,5862.0704,6811.4068,done
342.7,2.216,0.6614,13,10,2.562,34.69,0.97815779,0.93665008,7247.9456,7651.2175,done
359.3,1.511,0.2877,17,15,2.746,33.11,0.41876123,0.98031104,7900.294,8366.9625,done
369.1,1.013,0.516,14,11,4.421,64.53,0.97657903,0.74091142,5717.3797,6210.0274,done
342.3,1.288,0.4572,8,5,4.639,60.32,0.98472733,0.89118416,6985.0706,7138.493,done
330.2,2.289,0.4739,11,5,4.842,41.22,0.80411765,0.99626125,11074.2579,11674.2898,done
336.0,2.368,0.4041,18,4,2.644,56.77,0.93446661,0.998,4963.9929,5188.962,done
366.7,1.825,0.2397,15,12,1.401,36.63,0.35371769,0.95572907,4778.2014,5274.3485,done
337.9,2.701,0.6735,19,7,1.388,31.3,0.98194416,0.998,5165.7683,5387.0642,done
377.6,1.047,0.2059,11,7,2.534,63.55,0.5308987,0.97598364,3901.4477,4509.2278,done
338.0,2.675,0.4843,12,8,4.206,50.89,0.97139916,0.98234644,7997.1913,8682.8357,done
334.6,2.323,0.5027,17,2,2.751,53.47,0.99128104,0.92336292,5512.0692,5731.5634,done
377.7,1.184,0.2047,18,12,3.025,61.31,0.49525372,0.97966052,4741.109,5357.5252,done
377.1,2.148,0.2419,17,2,2.828,37.91,0.37053743,0.96292543,7313.2999,8232.0841,done
378.2,1.828,0.7781,13,9,4.477,36.54,0.98452153,0.58116325,10241.7137,11177.6678,done
375.1,2.54,0.4631,12,5,1.107,64.33,0.99728256,0.82908272,2216.6238,2811.5386,done
337.2,2.98,0.7903,10,2,1.416,47.38,0.99530025,0.43709823,3978.7362,4178.3183,done
349.6,2.309,0.4807,14,4,3.085,69.11,0.999,0.75218346,3872.6989,4254.8377,done
363.9,2.485,0.5288,18,3,1.964,46.73,0.9821451,0.98487258,4736.9123,5345.0538,done
340.2,1.089,0.7053,12,10,3.231,34.29,0.97949659,0.82014327,8680.3664,8681.0672,done
368.1,2.8,0.6046,18,13,1.156,38.18,0.93326391,0.92521937,3994.6748,4606.7635,done
360.4,1.153,0.3294,14,13,3.783,44.25,0.57876399,0.9833391,8351.2629,8666.1227,done
333.0,2.763,0.5954,15,3,2.986,67.57,0.99234262,0.5943947,4092.0054,4265.2001,done
356.9,1.582,0.7329,9,3,1.369,41.86,0.99888706,0.63753003,4172.4019,4500.4752,done
364.0,1.983,0.7496,13,7,2.313,56.59,0.98999227,0.43315567,4315.4265,4848.9847,done
350.8,2.768,0.2498,14,2,4.25,57.37,0.58222597,0.99701554,7099.2272,7882.7724,done
350.0,2.166,0.269,19,9,3.851,39.13,0.44236178,0.998,9486.0179,10173.3274,done
360.0,2.504,0.6644,12,7,4.766,56.89,0.99092386,0.58071004,7497.6285,8403.627,done
331.3,1.884,0.5239,15,12,4.348,64.21,0.97989556,0.72960225,6059.6448,6237.4171,done
370.1,2.181,0.7712,15,14,1.256,59.94,0.97695436,0.36252713,2689.1162,3230.7479,done
331.3,1.025,0.456,17,3,1.023,64.49,0.99630176,0.83783069,2278.4779,2204.7279,done
355.0,2.172,0.4966,9,2,4.252,34.97,0.75627474,0.99398059,10600.0685,11495.3132,done
342.9,1.467,0.6991,10,7,2.973,69.15,0.98567634,0.42791558,3815.4779,4005.3798,done
333.5,2.09,0.3282,12,4,3.597,33.35,0.49538002,0.998,10080.5325,10486.5987,done
373.2,1.988,0.667,11,5,3.255,67.96,0.99220314,0.48252757,4024.1008,4733.3105,done
356.8,2.274,0.2306,12,4,1.053,34.12,0.33351831,0.96742143,4335.9215,4699.5659,done
330.5,2.463,0.5685,15,10,1.139,62.86,0.98674112,0.67663674,2521.8883,2453.377,done
357.7,2.804,0.7894,18,14,1.206,46.85,0.97883185,0.42851022,3557.7066,3987.4782,done
378.4,1.115,0.6869,15,4,1.236,61.51,0.99823611,0.50798171,2519.4214,3126.5612,done
345.6,1.597,0.2451,19,11,1.343,69.53,0.75813275,0.98027636,2245.4737,2417.6535,done
346.8,2.508,0.6965,13,8,4.242,69.43,0.9844268,0.42929542,4954.2216,5414.2916,done
378.6,1.643,0.713,12,10,4.508,67.81,0.97840016,0.41279671,5192.3507,5980.4675,done
333.8,2.839,0.3367,8,6,3.562,55.63,0.73595978,0.97905399,6483.5677,6970.48,done
346.3,2.215,0.203,19,13,3.184,36.57,0.31624104,0.99622468,8634.6969,9243.7237,done
344.3,1.381,0.5125,9,6,1.521,33.73,0.738712,0.93377022,5283.1093,5378.4912,done
355.5,1.94,0.3965,17,15,4.945,69.91,0.97512495,0.85330344,5443.1562,5969.8937,done
369.9,1.842,0.5411,19,15,1.122,62.82,0.98196044,0.71593107,2347.15,2855.2773,done
365.2,1.097,0.7369,12,4,3.137,47.07,0.999,0.55743595,6561.8947,6924.6805,done
361.8,1.73,0.5524,18,11,1.349,62.86,0.99046759,0.70512156,2644.0056,3043.1208,done
350.6,2.073,0.3172,8,7,3.363,37.82,0.49192094,0.97060681,8683.0642,9244.082,done
378.5,1.447,0.423,17,9,1.08,38.67,0.64747246,0.93491849,3850.9687,4419.7183,done
379.2,2.333,0.2913,17,4,1.758,49.14,0.54316251,0.96914933,4250.3486,5027.5607,done
337.2,2.398,0.5256,10,7,4.401,45.1,0.93879637,0.9796712,9344.1384,9998.9954,done
357.8,1.022,0.2995,11,6,3.902,65.42,0.8433529,0.98852032,5194.8551,5530.0537,done
361.7,2.998,0.5992,15,3,2.471,41.37,0.99341199,0.95548026,6122.463,7004.5292,done
361.7,2.465,0.6942,8,3,4.304,65.02,0.9935789,0.46783393,5565.2259,6335.3435,done
369.0,1.055,0.515,12,8,1.531,33.61,0.74835811,0.9408171,5102.0399,5447.7397,done
330.9,2.116,0.5507,19,3,2.123,35.93,0.85871862,0.99391831,6407.8721,6548.3694,done
344.6,1.665,0.257,18,4,1.421,53.57,0.52519243,0.9723121,3612.7621,3774.1213,done
367.1,2.415,0.3763,14,4,3.685,37.97,0.60825973,0.998,8936.1171,9988.1068,done
350.2,2.016,0.6652,19,9,3.016,48.98,0.99534427,0.67451869,6287.902,6759.5418,done
343.0,2.752,0.2391,20,16,2.16,54.31,0.48684683,0.97145113,4685.9421,5026.7943,done
360.5,2.991,0.558,8,4,1.339,32.07,0.7748621,0.89586789,4884.9483,5491.0817,done
376.9,2.538,0.2726,14,9,4.695,49.98,0.53992788,0.99511858,8654.7191,9944.6906,done
364.8,1.426,0.5138,15,3,1.639,44.75,0.91294596,0.97869759,4398.6616,4807.6531,done
333.3,2.35,0.3225,18,16,1.645,47.55,0.57181415,0.95135184,4541.7357,4649.2291,done
359.0,2.519,0.256,16,5,2.224,40.51,0.40863261,0.96597835,6083.4736,6749.4988,done
337.3,1.63,0.4945,12,4,3.744,37.94,0.79794574,0.998,9395.8775,9606.4711,done
367.7,2.598,0.234,13,9,3.449,65.13,0.64487587,0.98651149,4755.0866,5519.8911,done
348.3,2.263,0.7472,13,9,4.528,62.28,0.98223643,0.39363984,6439.3217,6985.638,done
339.0,2.916,0.3257,14,9,2.683,37.52,0.51571919,0.98992533,7499.8342,8100.4111,done
376.0,1.449,0.4052,12,10,3.06,64.89,0.98041733,0.90772836,4206.7062,4847.0488,done
335.8,1.955,0.3722,20,10,1.813,66.16,0.98796267,0.94409763,2987.4553,3050.0442,done
374.9,2.018,0.6927,18,16,1.532,55.01,0.97619922,0.53970794,3378.6414,4005.125,done
334.9,1.375,0.2807,13,9,4.11,30.69,0.39836012,0.98510316,11727.3775,11799.5736,done
351.6,1.942,0.7562,14,10,3.165,67.11,0.98174135,0.35517641,4198.6049,4600.1474,done
374.1,2.944,0.4058,9,4,1.124,48.6,0.74718076,0.95333396,3292.0848,3958.5914,done
336.8,2.516,0.5768,15,2,3.249,30.0,0.82184367,0.99336259,9478.0504,10118.1101,done
342.1,2.364,0.7684,11,6,2.896,50.61,0.98835849,0.4443363,5971.8813,6390.3122,done
374.6,2.927,0.204,18,13,4.383,37.05,0.32139461,0.99590227,10490.9894,12099.4093,done
364.2,2.034,0.6881,19,9,3.934,67.34,0.99133284,0.46130474,4830.5508,5469.4659,done
364.3,1.796,0.7935,16,12,4.294,42.28,0.98235692,0.46378824,9169.4295,9877.6156,done
332.1,1.199,0.2048,13,10,2.261,53.51,0.4117298,0.97260584,5026.3792,4973.3356,done
352.5,2.623,0.2835,19,6,2.91,35.23,0.43871108,0.998,8092.3597,8883.5586,done
347.6,1.411,0.7034,14,2,4.81,47.37,0.99313774,0.61916094,9406.1201,9711.5641,done
367.8,2.855,0.3444,17,6,1.711,61.28,0.84396593,0.9707252,3171.9964,3767.5517,done
363.7,2.093,0.7093,19,15,1.946,51.13,0.97971043,0.54972606,4338.3831,4862.2416,done
356.0,1.023,0.2887,18,3,2.238,58.49,0.67922509,0.98690743,4199.6064,4443.3935,done
364.9,2.53,0.4754,10,2,2.109,32.39,0.69472246,0.98352157,6423.2408,7223.3512,done
351.8,2.338,0.4938,15,8,1.787,50.52,0.97160228,0.97367038,4231.0536,4607.5757,done
367.6,1.374,0.4023,12,5,1.312,64.55,0.99792386,0.92507887,2452.5938,2906.1595,done
332.3,2.793,0.3356,11,10,1.238,32.91,0.46315498,0.92620945,4948.9449,5087.0804,done
358.6,2.297,0.6349,20,19,2.817,35.84,0.96595783,0.95937626,7457.9872,8150.388,done
347.1,2.514,0.7985,16,2,2.322,64.72,0.98896882,0.30347131,3629.3899,3937.132,done
355.6,1.418,0.6391,13,4,2.558,59.61,0.999,0.60826148,4374.4158,4734.5342,done
343.6,2.626,0.4338,14,9,3.392,68.32,0.98744109,0.82126298,4317.6603,4687.2281,done
353.5,1.368,0.4816,19,8,3.764,30.2,0.68717974,0.99327212,10421.6793,10711.4282,done
374.9,1.815,0.4358,18,6,4.496,62.7,0.999,0.89607326,6054.065,6852.607,done
338.2,1.627,0.5917,19,4,3.73,57.63,0.99485424,0.70498157,6276.6478,6454.0799,done
364.5,2.642,0.7136,13,7,4.124,36.98,0.98814893,0.75958548,9708.7784,10888.5268,done
361.6,1.194,0.685,19,16,3.304,42.03,0.97910698,0.71948636,7512.5265,7884.0784,done
357.3,2.325,0.69,12,6,2.133,55.88,0.99156466,0.54697704,4197.0715,4678.5279,done
348.2,1.708,0.3201,20,5,3.357,46.78,0.60181174,0.998,7375.6644,7774.7267,done
351.6,1.907,0.3672,15,9,3.212,32.69,0.54146587,0.99225648,9021.3958,9521.6145,done
335.9,1.352,0.4645,10,5,4.05,37.73,0.74004196,0.99166634,10102.2241,10155.6047,done
354.8,2.183,0.6827,20,3,4.481,66.44,0.99539599,0.47428913,5608.0275,6173.4915,done
349.6,1.678,0.2441,10,4,1.669,54.01,0.50401649,0.97785716,3921.6577,4170.2978,done
352.3,2.843,0.7423,15,8,2.979,54.57,0.98939701,0.464174,5545.1535,6186.9023,done
358.1,1.279,0.2302,17,5,4.734,60.9,0.59123369,0.998,7009.5274,7411.2601,done
347.8,2.694,0.2355,19,3,3.672,56.38,0.53666843,0.998,6536.3774,7148.1792,done
347.9,1.66,0.6375,17,10,2.727,49.95,0.99016528,0.7126353,5746.3984,6043.5725,done
360.9,1.422,0.7036,17,7,1.15,51.03,0.99254973,0.5728049,3180.9844,3525.9803,done
377.8,1.176,0.4778,10,4,3.497,43.66,0.84029885,0.98504697,7512.3297,8127.3333,done
349.0,2.189,0.7751,12,8,2.016,30.34,0.98785143,0.70822457,6463.0784,6881.6333,done
376.1,1.264,0.7661,15,14,2.707,66.29,0.97664606,0.33910499,3673.2263,4305.3191,done
373.4,1.755,0.2966,17,15,1.569,46.38,0.51149297,0.95394059,4232.3074,4821.9493,done
